Project:ID,Project:Name,Project:Is archived,Project:Is public,Project:File count
2577716,1725 Improving satellite collars,—,[object Object],3
2577737,1726 Whaling data rescue,—,[object Object],3
2577754,1727 Archiving seabird specimens from the Selendang Ayu oil spill.,—,[object Object],6
2577771,"1728 Data Rescue: NODC Files of Benthic Infauna, 1971-1980",—,[object Object],124
2986719,1801 PSP Toxins in the Alaska Marine Food Web,—,[object Object],44
2986738,1802 Hot spots of activity in the cold ocean,—,[object Object],6
2986756,1803 Hormone profiles for yelloweye rockfish,—,[object Object],8
2986777,1804 Survey design for untrawlable habitat in the Gulf of Alaska,—,[object Object],5
2986796,1805 Spatio-temporal model for estimating groundfish availability,—,[object Object],11
2986816,1806  Pcod IBM Validation and Enhancement,—,[object Object],98
2986840,1807 Ichthyophonus in Pacific Herring,—,[object Object],13
2986858,1808 Identifying distinct herring stocks via genetic sequencing,—,[object Object],9
2986876,1809 Integrated abundance and movement models for marine mammals,—,[object Object],10
2986894,1810 Identifying Ambiguous Bering Sea calls,—,[object Object],7
2986915,1811 Establishing baseline ringed seal sea ice breeding habitat,—,[object Object],17
2986933,1812 Resolving the annual pelagic distribution of Tufted Puffins,—,[object Object],3304
2986951,1813 Distribution and abundance of Chukchi Sea polar bears and seals,—,[object Object],10
2986974,1814 Impact of lagoon habitat change on Steller's eiders,—,[object Object],15
2986995,1815 Bayesian Integration of LTK and Western Science,—,[object Object],21
2987016,1816 Cooperative pilot study for Pacific cod tagging in the Aleutians,—,[object Object],717
2987035,1817 A new technique to measure body condition in Steller sea lions,—,[object Object],3
2987052,1818 Using UAS to survey seabirds: a validation study,—,[object Object],4867
2987070,1819 Ageing fish otoliths with NIRS,—,[object Object],14
2987089,1820 Data Rescue: Digitizing and Disseminating Historical Board of Fisheries Documents and Commercial Fisheries News Releases.,—,[object Object],11
2987110,1821 Mercury bioaccumulation in southeastern Bering Sea,—,[object Object],13
5199930,1901 Accounting for life-history shifts in fishery management,—,[object Object],8
5199949,1902 Body size and spawning abundance of Sockeye Salmon,—,[object Object],182
5199967,1903 Thermal effects on Gulf of Alaska Pacific cod,—,[object Object],24
5199987,1904 Shell Arctic Acoustic Data Rescue,—,[object Object],8
5200005,1905 Seal habitat,—,[object Object],7
5200318,Reports Test Project,—,—,1
5216395,Reports Test Project,—,—,—
5343706,1906 Improved Freshwater Runoff Products for Alaskan Waters,—,[object Object],2
5343725,1907 Tracing the fate of phytoplankton-derived carbon in Chukchi shelf sediments,—,[object Object],3
5343742,1908 A novel approach to track mercury through marine food-webs,—,[object Object],4
5343762,1909 Phenology and geography of marine fish,—,[object Object],9
5343783,1910 Salmon winter ecology,—,[object Object],9
5343805,1911 Variation in body condition of Bering Sea snow crab,—,[object Object],30
5343824,1912 Predicting Arctic benthic habitat suitability,—,[object Object],10
5343843,1913 Sea otter and walrus specimen archival at the UA Museum,—,[object Object],3
5343864,1914 Monitoring export fluxes in the St. Lawrence Island Polynya region,—,[object Object],8
6467293,"2001 High-resolution primary productivity in the Gulf of Alaska ",—,[object Object],14
6467310,2002 Growth resiliency to starvation in larval Sablefish,—,[object Object],8
6467331,2003 Pacific cod spawning habitat in a changing Bering Sea,—,[object Object],38
6467353,2004 Supplemental funding: Pacific sleeper sharks,—,[object Object],11
6467372,"2005 They told us there'd come a time.... Conserving Fish, Preserving Tradition on the Yukon River",—,[object Object],16
6467389,2006 Evaluating GOA ecosystem drivers using the Atlantis model,—,[object Object],12
6467414,2007 Seabird diet changes over 4000 years,—,[object Object],—
6634176,"2101 Northern Merperson Migrations, 2009-2010",—,[object Object],1
7791998,2008 Long-term decline in copepod size in Alaska’s large marine ecosystems,—,[object Object],4
7792017,2009 Pacific halibut recreational DMRs,—,[object Object],4
7792036,2010 Pacific sleeper shark movement ecology,—,[object Object],9
7792056,2011 Age estimation for Steller sea lions using DNA methylation,—,[object Object],2
7792076,2012 Assessing long-term cryopelagic change with a marine bird,—,[object Object],3
7792098,"2013 Fishery adaptive capacity ",—,[object Object],14
7792119,2014 Well-Being and Rural Fishing Livelihoods,—,[object Object],5
24244016,"2001 High-resolution primary productivity in the Gulf of Alaska ",—,—,—
24244033,2002 Growth resiliency to starvation in larval Sablefish,—,—,—
24244054,2003 Pacific cod spawning habitat in a changing Bering Sea,—,—,—
24244076,2004 Supplemental funding: Pacific sleeper sharks,—,—,—
24244095,"2005 They told us there'd come a time.... Conserving Fish, Preserving Tradition on the Yukon River",—,—,—
