id,name,archived,public,files
269039,1532 Historical data recovery,NA,TRUE,4
269041,1533 GOAIERP synthesis,NA,TRUE,5
1816098,1601 Extreme Alaska,NA,TRUE,83
1816117,1602 Physical drivers influencing net marine community production,NA,TRUE,24
1816142,1603 North Pacific Crab Growth,NA,TRUE,5
1816156,1604 Improving Aleutian Islands Bathymetry,NA,TRUE,8
1816176,"1605 Bering Sea flatfish age, growth, and maturity modeling",NA,TRUE,7
1816195,1606 Remote Sensing of Razor Clams,NA,TRUE,1016
1816216,1607 Reducing the prohibited species catch of Pacific halibut,NA,TRUE,76
1816239,1608 Pribilof Islands blue king crab recruitment limitation,NA,TRUE,524
1816257,1609 Qualitative approaches for evaluating blue king crab management,NA,TRUE,12
1816283,1610 Bowhead Whale Source Levels,NA,TRUE,3
1816303,1611 Fecal hormones in Otariids,NA,TRUE,9
1816317,1612 Migration and carry-over effects in Arctic seabirds,NA,TRUE,55
1816335,1613 Local and traditional knowledge of Alaska coastal ecosystems,NA,TRUE,9
1816353,1614 Iñupiaq Knowledge of Polar Bears in the Southern Beaufort Sea,NA,TRUE,21
1816378,1615 Pteropods as indicators in the high latitudinal environment,NA,TRUE,8
1816396,1616 Community Based PSP Testing for Shellfish,NA,TRUE,36
1816421,1617 CONAS,NA,TRUE,3
2509648,1618 Genetic population structure of seaweeds in Alaska,NA,NA,NA
1816443,1618 Genetic population structure of seaweeds in Alaska,NA,TRUE,16
1816459,1619 RRS of pink salmon in PWS,NA,TRUE,3
1816475,1620 VitaLink: satellite tag data recovery,NA,TRUE,2
1816489,1621 Removing invasive Didemnum vexillum,NA,TRUE,9
1816511,1622 ADF&G Data Rescue and Dissemination,TRUE,TRUE,112
1803847,Common Murre Mortality Analysis,NA,NA,NA
1800750,Data Archive,NA,NA,NA
2531866,New integrated modeling tools to improve monitoring and demographic analyses,NA,NA,1
365872,0201 Pilot nearshore habitat mapping using acoustic and visual techniques,NA,TRUE,221
367633,0202 Application of new sonar technology to reducing salmon bycatch in pollock fisheries,NA,TRUE,10
370289,0203 Continuation of long-term observations on Bering Sea shelf: biophysical moorings at sites 2 and 4,NA,TRUE,27
367646,0204 North Pacific Anadromous Fish Commission Salmon Tagging,NA,TRUE,7
368673,0205 Genetic stock identification of western Alaska sockeye salmon,NA,TRUE,20
368682,0206 Integration of marine bird and mammal observations with the continuous plankton recorder program,NA,TRUE,11
366592,0207 Detecting change in the Bering Sea ecosystem,NA,TRUE,350
368695,0208 Environmental cues for herring spawning,NA,TRUE,16
367610,0209 Two species of rougheye rockfishes in the northern Gulf of Alaska,NA,TRUE,89
367626,0210 Nutritional quality of Alaskan fish for predators,NA,TRUE,NA
366876,0211 Sinking particles/pelagic food webs in the SE Bering Sea,NA,TRUE,7
367581,0301 Evaluation of emergent structure in low-relief benthic habitats as a criterion for defining the essential fish habitat of juvenile North Pacific...,NA,TRUE,6
366511,0302 A continuous plankton recorder survey of the North Pacific and southern Bering Sea,NA,TRUE,1
366835,"0303 North Pacific Anadromous Fish Commission Cooperative Research: Use of genetic stock identification to determine the distribution, migration, ear...",NA,TRUE,114
367700,0304 Deep sea coral distribution and habitat in the Aleutian Archipelago,NA,TRUE,8
367529,0305 Monitoring and modeling predator-prey relationships,NA,TRUE,89
367731,"0306 Species identity and life history of Hematodinium, the causative agent of bitter crab syndrome in Northeast Pacific snow (opilio) and Tanner (ba...",NA,TRUE,7
367545,0307 Bering Sea right whales: ongoing research and public outreach,NA,TRUE,9
367766,0308 Forage fishes in the western Gulf of Alaska: variation in productivity,NA,TRUE,39
367784,0309 Sperm whale and longline fisheries interactions in the Gulf of Alaska,NA,TRUE,3
367555,0310 Estuaries as essential fish habitat for salmonids: assessing residence time and habitat use of coho and sockeye salmon in Alaska estuaries,NA,TRUE,5
367572,"0311 Establishing a statewide data warehouse of salmon size, age and growth records",NA,TRUE,1
368471,0312 Ice seal bio-monitoring in the Bering-Chukchi Sea region,NA,TRUE,20
367511,0313 Effects of prey availability and predation risk on the foraging ecology and demography of harbor seals in Prince William Sound: development and ...,NA,TRUE,86
367492,0314 Thermal habitat preferences of Pacific halibut and the potential influence of hydrographic variability on a local coastal fishery,NA,TRUE,53
372223,0315 Continuation of long-term observations on the Bering Sea shelf: Biophysical moorings at sites 2 and 4,NA,TRUE,33
368508,"0316 Essential fish habitat for blue king crab, Phase 1: Development of cultivation techniques for blue king crab larvae",NA,TRUE,2
372207,0317 Pre-season forecast of Bristol Bay sockeye salmon migration timing based on oceanographic and biological variables,NA,TRUE,13
366461,"0318 Pilot project for development of comprehensive baseline commercial fishing community engagement and dependency profiles for the Bering Sea, Aleu...",NA,TRUE,18
372253,0319 Retrospective study of pigmented macrophage aggregates as markers of Pacific herring population health,NA,TRUE,3
367463,0320 Regime forcing and ecosystem response in the Bering Sea (ReFER): Phase II,NA,TRUE,40
368419,"0321 Evaluation of alternative hypotheses to explain the collapse of the Kvichak sockeye salmon: a project to catalyze a comprehensive, hypotheses-dr...",NA,TRUE,9
367863,0322 Spatial and temporal interactions between endangered short-tailed albatrosses and North Pacific commercial fisheries,NA,TRUE,2
368437,0324 Bering Sea wintering grounds of beluga whales,NA,TRUE,7
365899,0325 Video monitoring aboard Bering Sea factory trawlers - a pilot study,NA,TRUE,1
367480,0326 Enhancing rural high school involvement in North Pacific resource issues through participation in Alaska Regional National Ocean Sciences Bowl,NA,TRUE,1
366467,"0327 Early marine ecology of juvenile chum salmon in Kuskokwim Bay, Alaska",NA,TRUE,11
367389,0401 Survey strategies for assessment of Bering Sea forage species,NA,TRUE,1967
367853,0402 Evaluation of ocean circulation models for the Bering Sea and Aleutian Islands Region,NA,TRUE,1
367429,0403 Building an education and outreach program for the North Pacific Research Board,NA,TRUE,1
367440,0404 Alaska Marine Information System,NA,TRUE,1
367313,0406 Synthesis of marine biology and oceanography of southeast Alaska,NA,TRUE,1
368460,"0407 Kelp-grazer interactions in Kachemak Bay, Alaska: grazing activity, chemical defenses and resource allocation",NA,TRUE,6
367367,0409 Integration of marine bird and mammal observations with the Pacific continuous plankton recorder (CPR) program: temporal variability in ecosyste...,NA,TRUE,814
370330,0410 Long-term observations on the Bering Sea shelf (2004-2005): biophysical moorings at sites 2 and 4 as sentinels for ecosystem change,NA,TRUE,3
367266,0411 Investigations into dietary specialization of killer whales in the Bering Sea and Aleutian Islands,NA,TRUE,8
366662,0412 Sperm Whale and longline fisheries interactions in the Gulf of Alaska - passive acoustic component,NA,TRUE,1
367282,0413 Tufted puffins as biological indicators of forage fish availability in the western Gulf of Alaska,NA,TRUE,10
366488,0414 Seasonal foraging strategies and consequences for Northern Fur Seals at Colonies with opposite population trends,NA,TRUE,13
367301,0415 Investigations of a skate nursery area in the eastern Bering Sea,NA,TRUE,6
368705,0416 Determining the ecological value of habitat to juvenile rockfish in the Aleutian Islands,NA,TRUE,23
368723,"0417 Reproductive ecology of Atka mackerel, Pleurogrammus monopterygius, in Alaska",NA,TRUE,9
366887,"0418 Abundance, life history, and population demographics of Spiny Dogfish, Squalus acanthias",NA,TRUE,1
366501,0419 Modeling of multispecies groundfish interactions in the eastern Bering Sea,NA,TRUE,19
367247,0420 Interannual and spatial variation in population genetic composition of northeastern Gulf of Alaska young-of-the-year Pacific ocean perch,NA,TRUE,2
368487,0421 Identification of polybrominated diphenyl ethers (PBDEs) in sediments and biota in a pristine southeast Alaska watershed and near a municipal wa...,NA,TRUE,6
367225,0422 Ecological implications of fisheries-based economical development in Nelson Lagoon: Steller's Eider critical habitat,NA,TRUE,10
371532,"0423 An international market model for King, Tanner and Snow crab",NA,TRUE,9
366927,0501 Harbor seal vital rates,NA,TRUE,7
367687,0502 Integration of Ecological Indicators for the North Pacific with emphasis on the Bering Sea: A workshop Approach,NA,TRUE,1
368744,0503 Arctic Ocean synthesis,NA,TRUE,48
368500,0504 Analysis of ongoing salmon programs,NA,TRUE,193
367158,0505 EBS walleye pollock: a spatially explicit model,NA,TRUE,18
367174,0506 Pollock tagging mortality,NA,TRUE,16
368768,"0507 Essential habitat for Pribilof Island Blue King Crab, phase 2",NA,TRUE,14
367186,0508 Female reproductive output of snow crab in eastern Bering Sea,NA,TRUE,13
367665,0509 Retrospective analysis of Kodiak Red King Crab,NA,TRUE,106
367136,0510 Skate life history and demography,NA,TRUE,10
366383,0511 Spiny dogfish in Alaska,NA,TRUE,14
367149,"0512 Juvenile POP genetics, phase 2",NA,TRUE,14
368783,0513 Winter movements of fur seal pups,NA,TRUE,27
366409,0514 Consequences of Fur Seal foraging strategies,NA,TRUE,19
366305,0515 Ice Seal movements,NA,TRUE,24
366644,0516 Seabirds as indicators of marine ecosystems,NA,TRUE,6
370317,0517 Sentinels for Bering Sea ecosystem change,NA,TRUE,10
370581,0518 Bering Sea whales and oceanography,NA,TRUE,4751
367112,0519 Bering Sea whale acoustics,NA,TRUE,6
367125,0520 Gulf of Alaska Long-Term Observations,NA,TRUE,2
366207,0521 A profiling echosounder for North Pacific monitoring,NA,TRUE,1
370303,0522 Reproductive biology of Atka Mackerel,NA,TRUE,13
366552,0523 Pollock recruitment and stock structure,NA,TRUE,3260
368796,0524 Productivity of capelin and pollock,NA,TRUE,39
366575,0525 Modeling multispecies groundfish interactions,NA,TRUE,1
366945,0527 Evaluation of Sperm Whale deterrents,NA,TRUE,1
366331,0528 Socioeconomic baseline information for the Pribilof Islands,NA,TRUE,16
367089,0529 Valuation of habitat closures,NA,TRUE,3892
367104,0530 Institutions for ecosystem-based management: Alaska,NA,TRUE,1
367060,0531 Seabird-fish models,NA,TRUE,13
367073,0532 Albatross habitat and fisheries interaction,NA,TRUE,19
368813,0533 Safety evaluation of fisheries management,NA,TRUE,10
368828,0534 Expanding the seabird tissue archival,NA,TRUE,6
367033,0535 Dietary specialization of Killer Whales,NA,TRUE,8
366971,0536 A continuous plankton recorder survey of the North Pacific and southern Bering Sea,NA,TRUE,5
367052,0537 Building an education and outreach program for the North Pacific Research Board,NA,TRUE,1
366977,0601 A continuous plankton recorder survey of the North Pacific and southern Bering Sea,NA,TRUE,1
370341,0602 Sentinels for Bering Sea ecosystem change,NA,TRUE,7
366802,0603 Gulf of Alaska Long-Term Observations,NA,TRUE,95
367253,0604 Retrospective analyses of Norton Sound benthic fauna,NA,TRUE,37
367829,0605 Modeling Pacific Cod Vital Rates in the Bering Sea,NA,TRUE,819
368523,0606 limate and Variation in SEBS Jellyfish Populations,NA,TRUE,11
368542,0607 Response of lower trophic production to climate change,NA,TRUE,937
366432,0608 Response of Bering Sea Ecosystem to Climate,NA,TRUE,461
368856,0609 Pelagic seabird distribution and climate change,NA,TRUE,12
368875,0610 Selective mortality in pollock larvae,NA,TRUE,14
367018,0611 North Pacific Ecosystem Structure,NA,TRUE,4
368890,0612 COASST-Alaska,NA,TRUE,23
368901,0614 Gulf of Alaska NPZ modeling,NA,TRUE,1051
366785,0615 Marine Habitat Mapping Workshop,NA,TRUE,1
366766,0616 Chiswell Ridge Habitat Mapping,NA,TRUE,77
368558,0617 Halibut migration in BSAI,NA,TRUE,90
368572,0618 Cod maturity in the Bering Sea,NA,TRUE,13
366350,0619 Habitat connectivity during ontogeny,NA,TRUE,151
366741,0620 Estimating movement rates of Pacific cod,NA,TRUE,19
368918,0621 GOA Skate Diet,NA,TRUE,15
366369,0622 Seasonal predation by key Bering Sea and Gulf of Alaska fish,NA,TRUE,51
368933,0623 Q-PCR to assess impacts of Hematodinium on Tanner crabs,NA,TRUE,14
368955,0624 Larval snow crab transport and survival in the Bering Sea,NA,TRUE,14615
368591,0625 Assessment of BB RKC Resource for Future Management,NA,TRUE,12
366984,0626 Sperm Whale Depredation,NA,TRUE,1905
366714,0627 Identifying life history characteristics of squid,NA,TRUE,18
366700,0628 Life history and demographics of large sculpins,NA,TRUE,51
368606,0629 Maternal effects in Pacific Ocean Perch,NA,TRUE,16
366725,0630 Food web linkages: Forage Fish in the Aleutian Archipelago,NA,TRUE,21
368621,0631 Population structure of ringed seals,NA,TRUE,22
370525,0632 Walruses in the Bering Sea,NA,TRUE,29
370218,0633 Right whale habitat at multiple scales,NA,TRUE,32
368640,0634 Bowhead whale genetic structure,NA,TRUE,16
368985,0635 Isotopic comparison of cetacean muscle and epidermis,NA,TRUE,13
368997,0636 Critical foraging habitat of lactating northern fur seals,NA,TRUE,72
367813,0637 North Pacific Pelagic Seabird Program,NA,TRUE,56
368658,0638 Auklet demography and climate variability,NA,TRUE,110
366690,0639 Northern Fur Seal Law and Policy Issues,NA,TRUE,1
366678,"0640 Community Profiles: Adak, St. George, St. Paul & Sand Point",NA,TRUE,113
369008,0641 Trichinellosis of walrus and man in Chukchi Peninsula,NA,TRUE,28
369025,0642 Forage Fish Prince William Sound Nearshore,NA,TRUE,32
370212,0643 Bering Strait LTK,NA,TRUE,106
369041,0644 Paralytic Shellfish Poison Monitoring in Aleut Region,NA,TRUE,16
369054,0645 Subsistence Uses of Alaska Rockfish,NA,TRUE,39
366633,0646 Steller Sea Lions in Alaska,NA,TRUE,6
370350,0701 Sentinels for Ecosystem Change:  Long-term Biophysical Moorings on the Bering Sea Shelf (2007-2008),NA,TRUE,31
366923,0702 Development and Testing of a Real-Time Ocean Data Transmitting Buoy for the Gulf of Alaska,NA,TRUE,21
366914,0703 Education and Outreach for NPRB,NA,TRUE,1
367011,0704 Developing the Alaska Marine Information System,NA,TRUE,1
369066,0705 Trends in the Bering Sea Ice Cover,NA,TRUE,5375
371616,0706 THE BERING-CHUKCHI QUIKSCAT WIND FIELD,NA,TRUE,39
366287,0708 Gulf of Alaska LTOP,NA,TRUE,94
369112,0709 Flatfish species-habitat association,NA,TRUE,32
369134,0710 Potential trawl impacts upon flatfish nurseries,NA,TRUE,23
369157,"0711 Unobserved, trawl-induced injuries to Bering Sea crabs",NA,TRUE,210
369177,0712 Bycatch characterization in the Pacific halibut fishery,NA,TRUE,7
369206,0713 Snow crab growth with climate warming in the Bering Sea,NA,TRUE,9
369222,0714 Reproductive potential of king and snow crabs,NA,TRUE,12
369235,0715 Skate Life History and Demography,NA,TRUE,8
369248,0716 Squid acoustics,NA,TRUE,10
369259,0717 Sea otter decline,NA,TRUE,65
370019,0718 Right whale breeding habitat in the Pacific Islands,NA,TRUE,78
369963,0719 Analysis of Bering Sea data,NA,TRUE,8
369277,0720 Migration of North Pacific Right Whales,NA,TRUE,6
369294,0722 North Pacific Seabird Diet Database,NA,TRUE,29
371649,0723 Short-tailed Albatross New Colony Establishment,NA,TRUE,1
369325,0724 Diet assessment in threatened eiders,NA,TRUE,7
369342,0725 Fisheries Rationalization and Crew,NA,TRUE,6
369351,0726 Sediment Quality Triad Assessment in Kachemak Bay,NA,TRUE,9
369375,0727 TBT contamination from shipping,NA,TRUE,8
369386,0728 Herring Synthesis,NA,TRUE,124
369403,0729 Nearshore Residency & Movements of Copper Rockfish & Lingcod,NA,TRUE,10
369421,0730 Cooperative Aleutian Islands pollock survey,NA,TRUE,46
366811,0731 Temperature data collections on BS groundfish vessels,NA,TRUE,7
369441,0732 COASST Alaska,NA,TRUE,10
369940,0733 PICBOMP,NA,TRUE,7
369448,0734 An Updated Hydrology Model for the Gulf of Alaska,NA,TRUE,26
370500,0801 Seabird and marine mammals combined with CPR,NA,TRUE,9
366942,0802 Education and Outreach for the North Pacific Research Board,NA,TRUE,1
369454,0803 A Continuous Plankton Recorder Survey of the North Pacific and southern Bering Sea,NA,TRUE,18
369462,0804 Seward Line Monitoring,NA,TRUE,22
370004,0805 On-shelf transport of mesozooplankton in subarctic seas,NA,TRUE,7589
371355,0806 Regional comparison of Euphausia pacifica fecundity,NA,TRUE,9
369465,0808 Habitat and production of skate nursery sites,NA,TRUE,18648
369487,0809 Improved trawl survey for patchily-distributed rockfish,NA,TRUE,22
369499,0810 Rockfish Assessment in Untrawlable Habitat,NA,TRUE,24
370060,0811 QPCR assay for larval crab quantification and identification,NA,TRUE,16
369534,0812 Reproductive indices of male snow crabs,NA,TRUE,15
371459,0813 Snow Crab Management Strategy Evaluation,NA,TRUE,250366
371316,0814 Tanner crab recruitment processes,NA,TRUE,2414
371589,0815 Cod spawning migration and distribution in the Bering Sea,NA,TRUE,1
369545,0816 Sources and dispersal histories of EBS Pacific cod recruits,NA,TRUE,15
369578,0817 Examining Pacific cod population structure with landscape genetics,NA,TRUE,11
370554,0818 Walrus Foraging Response to a Changing Chukchi Sea,NA,TRUE,18
369593,0819 Overwinter Condition of Marbled Murrelet a Declining Seabird,NA,TRUE,13
371810,0820 Habitat Use by Spectacled Eiders in the Bering Sea,NA,TRUE,49
369977,0821 Domoic Acid in Mussels,NA,TRUE,15
369609,0822 Mercury levels in Norton Sound murre and gull eggs,NA,TRUE,33
369647,0823 Cultural Models of Copper River Salmon Biology,NA,TRUE,11
369693,0825 Assessment of BBRKC for Future Mgmt – Implementation,NA,TRUE,8
369712,0826 A cooperative approach to whale bycatch reduction in Alaska,NA,TRUE,9
370091,0827 Array-based Ambient Noise monitoring,NA,TRUE,7942
368335,0828 Synthesis of in-situ and Satellite Measurements in the Aleutian Passes,NA,TRUE,111
370407,0829 Aleutian Extreme Event Detection,NA,TRUE,11
369999,0901 Alaska Marine Information System,NA,TRUE,1
369994,0902 PICES Report,NA,TRUE,1
369726,0903 CPR,NA,TRUE,17
365971,0904 Estimating freshwater fluxes into the Gulf of Alaska,NA,TRUE,1264
370475,0905 Habitat utilization between canyon and slope during ontogeny,NA,TRUE,787
370506,0906 Octopus Field Studies,NA,TRUE,8
369731,0907 Maturity of Aleutian Islands rockfish,NA,TRUE,17
371924,0908 Fine-scale genetic structure of NE GOA POP,NA,TRUE,7
366028,0909 Cooperative & Noncooperative Management of Straddling Stocks,NA,TRUE,NA
369745,0910 Photo-id of Cook Inlet Beluga Whales,NA,TRUE,10
371790,0911 Winter Ecology of Bering Sea Seabirds,NA,TRUE,537
370452,0912 Studying diets in threatened eiders,NA,TRUE,4
369766,0913 Induction of Hematodinium in Tanner crabs,NA,TRUE,9
370434,0914 Trichinellosis in marine mammals and its transmission to man,NA,TRUE,4
371438,0915 Disease severity in Chinook salmon during marine migration,NA,TRUE,8
369779,0916 Lake Iliamna Freshwater Seal Study,NA,TRUE,7
369802,0917 Reducing bycatch mortality in commercial crab fisheries,NA,TRUE,13
367950,0918 Sperm whale depredation,NA,TRUE,1877
368004,0920 Shoreline Change on Sagavanirktok Delta,NA,TRUE,245
369829,"0921 Coastal Erosion/Accretion Processes in Hooper Bay, Alaska",NA,TRUE,21
371708,0922 ELCMP,NA,TRUE,10
369843,0923 Ecological impacts of the 2008 Kasatochi eruption.,NA,TRUE,32
369871,0924 Molecular identification of larvae and diet,NA,TRUE,5
369887,0925 Improved Alaskan Shellfish Safety,NA,TRUE,13
371696,0926 Using flow cytometry to assess the condition of fish larvae,NA,TRUE,9
367964,0927 Integrating In Situ Biochemical Sampling on a Glider,NA,TRUE,21
369900,0928 Tracking tagged fish with an autonomous underwater vehicle,NA,TRUE,11
371344,0929 WEBSEC-72 zooplankton,NA,TRUE,8
371964,1001 CPR,NA,TRUE,6
367659,1002,NA,TRUE,1
370355,1003 Bowhead Whale Stable Isotopes For Tracking Arctic Food Web Changes,NA,TRUE,7
370244,1004 Moored Observations of Ocean Acidification in the Gulf of Alaska,NA,TRUE,4
370381,1005 Octopus tagging studies,NA,TRUE,8
371406,1006 Age-0 pollock index,NA,TRUE,6
371938,1007 Atka mackerel small-scale population abundance and movement,NA,TRUE,23
281367,1008B Salmon bycatch in the BSAI pollock fisheries,NA,TRUE,2
370038,1009 Chinook Survival,NA,TRUE,4
372048,1010 Ocean acidification and reproduction of Tanner crabs,NA,TRUE,83
370272,1011 Predation and survival of young Steller sea lions in the Gulf of Alaska,NA,TRUE,18
372161,1012 SEAK sea otters and fisheries,NA,TRUE,163
371551,1013 Ingalimuit Traditional KNowledge of Walrus in the Bering Strait,NA,TRUE,1
371369,1014 Short-Tailed Albatross New Colony Establishment Phase 2,NA,TRUE,87
371424,1015 Distribution and transmission of Ichthyophonus,NA,TRUE,10
368355,1016 Marine macroinvertebrates of Alaska,NA,TRUE,7
370162,1017 Alternative catch monitoring in Alaska,NA,TRUE,4
365831,1018 Comparison of Red King Crab Biomass Estimates,NA,TRUE,7
367977,1019 Assessment of Health Conditions of Subsistence Fish and Shellfish,NA,TRUE,14
370183,1020 BeringWatch,NA,TRUE,4
371394,1021 Tools for Detecting of PSP Causing Organisms,NA,TRUE,8
367357,1022 Modeling Norther Fur Seal Vital Rates,NA,TRUE,4
371836,1023 Burton Island zooplankton,NA,TRUE,4
367933,1024 Climate forcing in Alaskan ecosystems: an indicator approach,NA,TRUE,4
367921,1101 Relating deep ocean habitat conditions to faunal distribution,NA,TRUE,6
371575,1102 Biophysical Moorings,NA,TRUE,1
370570,1103 Crab Overfishing Limits,NA,TRUE,7
370730,1104 Maturity of flatfishes in the eastern Bering Sea and Aleutian Islands,NA,TRUE,4
370747,1105 Stable isotope age validation of Pacific cod,NA,TRUE,5
366231,1106 Spiny dogfish age and growth,NA,TRUE,10
371894,1107 Mapping Tanner crab habitat,NA,TRUE,304082
366528,1108 Assessment of eastern Norton Sound red king crab.,NA,TRUE,19
370420,1109 Development of Polymorphic EST Markers in Sebastes,NA,TRUE,4
372084,1110 Pink salmon response to climate change,NA,TRUE,5
366169,1111 Over-winter Survival of Bristol Bay Sockeye Salmon at Sea,NA,TRUE,NA
372070,1112 Foraging energetics of northern fur seals in the Bering Sea,NA,TRUE,115
371500,1113 Algal toxins and marine mammals,NA,TRUE,7
281377,1114B Steller sea lion diet and population trend in the Aleutians,NA,TRUE,8
370597,1115 Between Pacific Tides in Sitka,NA,TRUE,7
370621,1116 Local and scientific understanding of Iliamna Lake seals,NA,TRUE,4
371869,1117 Reducing mortality of Alaska crabs due to trawling,NA,TRUE,917
372186,1118 Improved Saxitoxin Detection Kit,NA,TRUE,15
371967,1119 Development and testing of satellite-linked fluorometers,NA,TRUE,43
371881,1120 Augmenting Steller Sea Lion Surveys in the Western Aleutians With Unmanned Aircraft,NA,TRUE,9845
370107,1121 Improving radar technology to survey non-colonial seabirds,NA,TRUE,14
372115,1122 Development of a fish health and composition analyzer,NA,TRUE,6
371845,1124 Data rescue through a citizen-science initiative,NA,TRUE,1
370260,1125 Arctic cod population genetics and stock structure.,NA,TRUE,4
281387,1201 Ice mobility and shelf basin exchange in the Beaufort Sea,NA,TRUE,298
281397,1202 Skate 14C age validation,NA,TRUE,8
281406,1203 Octopus discard mortality,NA,TRUE,2
281415,1204 Seasonal habitat use and productivity of rockfish in the GOA,NA,TRUE,9
281424,1205 Settlement size and nursery habitats,NA,TRUE,270186
281433,1206 Terrestrial influence on glacial-marine food webs,NA,TRUE,3
371623,1207 Habitat characterization of Pacific Sand Lance,NA,TRUE,30
281442,1208 Developing a euphausiid time series for the central Gulf of Alaska,NA,TRUE,3
370687,1209 North Pacific sperm whale catches,NA,TRUE,204
367334,"1210 Photo-Id of Cook Inlet Beluga Whales, 2009-2011",NA,TRUE,4
281451,1211 Historic carbon and nitrogen isotope record of Pacific walrus,NA,TRUE,3
372337,1213 Seabirds as indicators,NA,TRUE,1
367209,1214 Empirical measures for Alaskan fishing communities,NA,TRUE,7
371772,1215 Evaluation of the Abraxis Saxitoxin ELISA,NA,TRUE,13
370663,1216 Seabird Youth Network (SYSN),NA,TRUE,5
