Project:ID,Project:Name,Project:Is archived,Project:Is public,Project:File count
371394,1021 Tools for Detecting of PSP Causing Organisms,—,[object Object],8
367357,1022 Modeling Norther Fur Seal Vital Rates,—,[object Object],4
371836,1023 Burton Island zooplankton,—,[object Object],4
367933,1024 Climate forcing in Alaskan ecosystems: an indicator approach,—,[object Object],4
367921,1101 Relating deep ocean habitat conditions to faunal distribution,—,[object Object],6
371575,1102 Biophysical Moorings,—,[object Object],1
370570,1103 Crab Overfishing Limits,—,[object Object],7
370730,1104 Maturity of flatfishes in the eastern Bering Sea and Aleutian Islands,—,[object Object],4
370747,1105 Stable isotope age validation of Pacific cod,—,[object Object],5
366231,1106 Spiny dogfish age and growth,—,[object Object],10
371894,1107 Mapping Tanner crab habitat,—,[object Object],304082
366528,1108 Assessment of eastern Norton Sound red king crab.,—,[object Object],19
370420,"1109 Development of Polymorphic EST Markers in Sebastes ",—,[object Object],4
372084,1110 Pink salmon response to climate change,—,[object Object],5
366169,1111 Over-winter Survival of Bristol Bay Sockeye Salmon at Sea,—,[object Object],—
372070,1112 Foraging energetics of northern fur seals in the Bering Sea,—,[object Object],115
371500,1113 Algal toxins and marine mammals,—,[object Object],7
281377,1114B Steller sea lion diet and population trend in the Aleutians,—,[object Object],8
370597,1115 Between Pacific Tides in Sitka,—,[object Object],7
370621,1116 Local and scientific understanding of Iliamna Lake seals,—,[object Object],4
371869,1117 Reducing mortality of Alaska crabs due to trawling,—,[object Object],917
372186,"1118 Improved Saxitoxin Detection Kit ",—,[object Object],15
371967,1119 Development and testing of satellite-linked fluorometers,—,[object Object],43
371881,1120 Augmenting Steller Sea Lion Surveys in the Western Aleutians With Unmanned Aircraft,—,[object Object],9845
370107,1121 Improving radar technology to survey non-colonial seabirds,—,[object Object],14
372115,1122 Development of a fish health and composition analyzer,—,[object Object],6
371845,1124 Data rescue through a citizen-science initiative,—,[object Object],1
370260,1125 Arctic cod population genetics and stock structure.,—,[object Object],4
281387,1201 Ice mobility and shelf basin exchange in the Beaufort Sea,—,[object Object],298
281397,1202 Skate 14C age validation,—,[object Object],8
281406,1203 Octopus discard mortality,—,[object Object],2
281415,1204 Seasonal habitat use and productivity of rockfish in the GOA,—,[object Object],9
281424,1205 Settlement size and nursery habitats,—,[object Object],270186
281433,1206 Terrestrial influence on glacial-marine food webs,—,[object Object],3
371623,1207 Habitat characterization of Pacific Sand Lance,—,[object Object],30
281442,1208 Developing a euphausiid time series for the central Gulf of Alaska,—,[object Object],3
370687,1209 North Pacific sperm whale catches,—,[object Object],204
367334,"1210 Photo-Id of Cook Inlet Beluga Whales, 2009-2011",—,[object Object],4
281451,1211 Historic carbon and nitrogen isotope record of Pacific walrus,—,[object Object],3
372337,"1213 Seabirds as indicators ",—,[object Object],1
367209,1214 Empirical measures for Alaskan fishing communities,—,[object Object],7
371772,1215 Evaluation of the Abraxis Saxitoxin ELISA,—,[object Object],13
370663,1216 Seabird Youth Network (SYSN),—,[object Object],5
367906,1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries,—,[object Object],3949
370146,1218 Arctic vertical array acoustic tracking,—,[object Object],275
281469,1219 Alaskan rockfish SNPs,—,[object Object],5
372236,1220 Mitochondrial DNA barcodes to identify marine fishes and invertebrates,—,[object Object],9
365945,1221 Red King Crab Age Assessment,—,[object Object],2
298403,1222 Technology development- Improving phytoplankton assessment,—,[object Object],1
365920,1223 Stable Isotope Analysis of Herring Scales,—,[object Object],52
371735,1224 Alternative methods for satellite tagging beluga whales,—,[object Object],8
366193,1225 Alaska region bathymetric digital elevation model,—,[object Object],700
281478,1227 Benthic lower trophic level food webs in the Chukchi and Beaufort Seas,—,[object Object],4
281487,1228 Climate change impacts on Arctic cod vital rates,—,[object Object],6
281496,1229 Importance of coastal Arctic ecosystems,—,[object Object],943
281505,1301 Cross-isobath exchange in Bering Canyon,—,[object Object],20
281533,1304 Age- and length-structured assessment,—,[object Object],15
281569,1308 Early marine ecology of juvenile chinook salmon,—,[object Object],9
281578,"1309 Fishery, Climate, and Ecological Effects on Pacific Halibut Size-at-age",—,[object Object],22
368177,1311 Coxiella burnetii in northern sea otters of Alaska,—,[object Object],7
