Project:ID,Project:Name,Project:Is archived,Project:Is public,Project:File count
369403,0729 Nearshore Residency & Movements of Copper Rockfish & Lingcod,—,[object Object],10
369421,0730 Cooperative Aleutian Islands pollock survey,—,[object Object],46
366811,"0731 Temperature data collections on BS groundfish vessels ",—,[object Object],7
369441,0732 COASST Alaska,—,[object Object],10
369940,0733 PICBOMP,—,[object Object],7
369448,0734 An Updated Hydrology Model for the Gulf of Alaska,—,[object Object],26
370500,0801 Seabird and marine mammals combined with CPR,—,[object Object],9
366942,0802 Education and Outreach for the North Pacific Research Board,—,[object Object],1
369454,0803 A Continuous Plankton Recorder Survey of the North Pacific and southern Bering Sea,—,[object Object],18
369462,0804 Seward Line Monitoring,—,[object Object],22
370004,0805 On-shelf transport of mesozooplankton in subarctic seas,—,[object Object],7589
371355,0806 Regional comparison of Euphausia pacifica fecundity,—,[object Object],9
369465,"0808 Habitat and production of skate nursery sites ",—,[object Object],18648
369487,"0809 Improved trawl survey for patchily-distributed rockfish  ",—,[object Object],22
369499,0810 Rockfish Assessment in Untrawlable Habitat,—,[object Object],24
370060,0811 QPCR assay for larval crab quantification and identification,—,[object Object],16
369534,0812 Reproductive indices of male snow crabs,—,[object Object],15
371459,0813 Snow Crab Management Strategy Evaluation,—,[object Object],250366
371316,0814 Tanner crab recruitment processes,—,[object Object],2414
371589,0815 Cod spawning migration and distribution in the Bering Sea,—,[object Object],1
369545,0816 Sources and dispersal histories of EBS Pacific cod recruits,—,[object Object],15
369578,0817 Examining Pacific cod population structure with landscape genetics,—,[object Object],11
370554,0818 Walrus Foraging Response to a Changing Chukchi Sea,—,[object Object],18
369593,0819 Overwinter Condition of Marbled Murrelet a Declining Seabird,—,[object Object],13
371810,0820 Habitat Use by Spectacled Eiders in the Bering Sea,—,[object Object],49
369977,0821 Domoic Acid in Mussels,—,[object Object],15
369609,0822 Mercury levels in Norton Sound murre and gull eggs,—,[object Object],33
369647,0823 Cultural Models of Copper River Salmon Biology,—,[object Object],11
369693,0825 Assessment of BBRKC for Future Mgmt – Implementation,—,[object Object],8
369712,0826 A cooperative approach to whale bycatch reduction in Alaska,—,[object Object],9
370091,0827 Array-based Ambient Noise monitoring,—,[object Object],7942
368335,0828 Synthesis of in-situ and Satellite Measurements in the Aleutian Passes,—,[object Object],111
370407,"0829 Aleutian Extreme Event Detection ",—,[object Object],11
369999,0901 Alaska Marine Information System,—,[object Object],1
369994,0902 PICES Report,—,[object Object],1
369726,0903 CPR,—,[object Object],17
365971,0904 Estimating freshwater fluxes into the Gulf of Alaska,—,[object Object],1264
370475,0905 Habitat utilization between canyon and slope during ontogeny,—,[object Object],787
370506,0906 Octopus Field Studies,—,[object Object],8
369731,"0907 Maturity of Aleutian Islands rockfish ",—,[object Object],17
371924,0908 Fine-scale genetic structure of NE GOA POP,—,[object Object],7
